schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
01062,132,namensgruppe,"Person, Mann, Deutscher, Mediziner","Person, Mann, Deutscher, Mediziner","Person, Mann, Deutscher, Mediziner, urspr.: Löwenstraße",automatisch,eines,,
01062,132,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
01062,132,stadium_1_name,Löwenstraße,Löwenstraße,Graefestraße,automatisch,eines,,
01062,132,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01063,132,stadium_2_datum,1915-07-09,1915-07-09,1949-03-30,geprueft,eines,,
01063,132,stadium_2_name,Tirpitzstraße,Tirpitzstraße,Graf-Bernadotte-Straße,geprueft,eines,,
01063,132,stadtteile,Bredeney,Bredenei,Bredeney,geprueft,eines,,
01064,133,stadium_2_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01064,133,stadium_3_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01065,133,stadium_1,"(urspr., kein Datum) Seilergraben","(urspr., kein Datum) Seilergraben",1890-11-18 Graffweg,automatisch,eines,,
01066,133,stadium_2_name,Schulstaße,Schulstaße,Schulstraße,automatisch,eines,,
01066,133,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
01067,133,namensgruppe,Gewässer,Gewässer,"Gewässer, Str.-Gr.: Gemeinde-, Str.-Kl.: Straße",unsicher,eines,,
01067,133,stadtteile,Altenessen-Süd; Stoppenberg,Altenessen-Süd; Stoppenberg,Altessen-Süd; Stoppenberg,unsicher,eines,,
01069,133,verweis_auf,Grandhöhe,Grandhöhe,,automatisch,eines,,
01070,133,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
01074,134,eintrag,Gravelottestraße,Gravelottestraße,,automatisch,eines,,
01076,134,eintrag,Gregorstraße,Gregorstraße,,automatisch,eines,,
01077,134,eintrag,Grendbach,Grendbach,,automatisch,eines,,
01078,134,eintrag,Grendgasse,Grendgasse,,unsicher,eines,,
01079,134,eintrag,Grendplatz,Grendplatz,,automatisch,eines,,
01080,134,stadtteile,Altenessen-Nord,Altenessen-Nord,Altenessen,automatisch,eines,,
01083,134,stadium_1,,"(urspr., kein Datum) Bergmühlenstraße",1902-05-16 Grieperstraße,geprueft,eines,,
01083,134,stadium_2,,1902-05-16 Grieperstraße,1915-07-09 Grieperstraße (Verl.),geprueft,eines,,
01083,134,stadium_3,,1915-07-09 Grieperstraße (Verl.),,geprueft,eines,,
01085,135,verweis_auf,Reineke-Fuchs-Straße,Reineke-Fuchs-Straße,,automatisch,eines,,
01089,135,namensgruppe,Essener Geschichte und ÖOrtlichkeit,Essener Geschichte und Örtlichkeit,Gemeindestraße,automatisch,eines,,
01090,135,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
01093,136,namensgruppe,Hofname,Hofname,"Hofname, etwa 1928",automatisch,eines,,
01093,136,stadium_1_datum,1928,1928,"(urspr., kein Datum)",automatisch,eines,,
01093,136,stadium_1_urspruenglich,falsch,falsch,wahr,automatisch,eines,,
01093,136,stadium_2,,,"(urspr., kein Datum) Goebeken to Hynsbeck von des Groten Guede",automatisch,eines,,
01093,136,stadium_3,,,1800-07-29 Franz Carl Freiherr von Schirp zu Baldeney,automatisch,eines,,
01093,136,stadium_4,,,1807-11-16 Alexander Freiherr von Schirp,automatisch,eines,,
01093,136,stadium_5,,,"(urspr., kein Datum) Heinrich Sönnenschein",automatisch,eines,,
01093,136,stadium_6,,,1826 Besitzer,automatisch,eines,,
01093,136,stadium_7,,,"(urspr., kein Datum) Mutterrolle 1826",automatisch,eines,,
01093,136,stadium_8,,,"(urspr., kein Datum) Eigentümer Ferdinand Priem gen. Feldmann zu Hynsbeck",automatisch,eines,,
01093,136,stadium_9,,,"(urspr., kein Datum) Der Hof ist rund 63 Morgen groß",automatisch,eines,,
01097,136,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
01098,315,stadium_3,,,"(urspr., kein Datum) Ein erfundener Name",automatisch,eines,,
01099,136,lemma,Grünhof,Grünhof,Grünhöf,automatisch,eines,,
01099,136,stadium_1_name,Grünhof,Grünhof,Grünhöf,automatisch,eines,,
01101,136,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Lessingstraße",automatisch,eines,,
01101,136,stadium_1,"(urspr., kein Datum) Lessingstraße","(urspr., kein Datum) Lessingstraße",1934-01-12 Grüteringhof,automatisch,eines,,
01106,137,namensgruppe,"Person, Mann, Deutscher, Erfinder, Chemiker, Unternehmer","Person, Mann, Deutscher, Erfinder, Chemiker, Unternehmer","Person, Mann, Deutscher, Erfinder, Chemiker, Unternehmer, urspr.: Ernststraße",automatisch,eines,,
01106,137,stadium_1,"(urspr., kein Datum) Ernststraße","(urspr., kein Datum) Ernststraße",1902-05-16 Grusonstraße,automatisch,eines,,
01108,137,lemma,Gülterberg,Gülterberg,Güterberg,automatisch,eines,,
01108,137,stadium_1_name,Gülterberg,Gülterberg,Güterberg,automatisch,eines,,
01113,137,stadium_1,1868-01-13 Gustavstraße,1868-01-13 Gustavstraße,1977-03-08 Gustav-Hicking-Straße,automatisch,eines,,
01113,137,stadtteile,Stadtkern; Ostviertel,Stadt kern; Ostviertel,Stadtkern; Ostviertel,automatisch,eines,,
01115,138,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
01118,124,namensgruppe,"Person, Mann, Deutscher, Abt","Person, Mann, Deutscher, Abt","Person, Mann, Deutscher, Abt, urspr.: Kampstraße",automatisch,eines,,
01118,124,verweis_auf,Zölestinstraße,Zölestinstraße,,automatisch,eines,,
01119,129,stadium_1_name,Gertrudenstraße,Gertrudenstraße,Gertrudstraße,automatisch,eines,,
01119,129,stadium_2_name,Gerswidastraße,Gerswidastraße,Girardetstraße,automatisch,eines,,
01119,129,stadium_3,1965-06-03 Girardetstaße,1965-06-03 Girardetstraße,,automatisch,eines,,
01119,129,stadium_3_name,Girardetstaße,Girardetstraße,,automatisch,eines,,
01120,135,stadium_3_name,Großstraße (Aufgeh.),Großstraße (Aufgeh.),Großstraße,geprueft,eines,,
01125,27,eintrag,a _ Alfred-Herrhausen-Brücke,Alfred-Herrhausen-Brücke,,unsicher,eines,,
01125,27,lemma,a _ Alfred-Herrhausen-Brücke,Alfred-Herrhausen-Brücke,,unsicher,eines,,
01129,27,stadium_2,,,"(urspr., kein Datum) Albert Schmidt",automatisch,eines,,
01129,27,stadium_2_datum,,,05. Oktober 1904 in Katzwinkel-Elkhausen (Sieg) (nicht normalisierbar),automatisch,eines,,
01129,27,stadium_3,,,"(urspr., kein Datum)",automatisch,eines,,
01129,27,stadium_3_datum,,,†08. Februar 1976 in Elkhausen (Sieg) (nicht normalisierbar),automatisch,eines,,
01132,361,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
01133,128,lemma,Gießereiweg,Gießereiweg,Gießereistraße,automatisch,eines,,
01133,128,namensgruppe,Industrie und Wirtschaft,Industrie und Wirtschaft,,automatisch,eines,,
01133,128,stadium_1_name,Gießereiweg,Gießereiweg,Gießereistraße,automatisch,eines,,
01133,128,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensenn-Süd,automatisch,eines,,
01133,128,strassenklasse,Gemeindestraße,Gemeindestraße,Industrie und Wirtschaft,automatisch,eines,,
01134,31,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
01142,321,lemma,Thea-Leymann-Straße,Thea-Leymann-Straße,Théa-Leymann-Straße,automatisch,eines,,
01144,121,stadtteile,Burgaltendorf,Burgaltendorf,Altendorf,automatisch,eines,,
01148,142,namensgruppe,"Person Mann, Deutscher, Politiker","Person Mann, Deutscher, Politiker","Person, Mann, Deutscher, Politiker",unsicher,eines,,
01149,44,eintrag,Am Technologiepark,Am Technologiepark,,unsicher,eines,,
01149,44,namensgruppe,"Industrie und Wirtschaft, vorm.: Franz-Fischer-Weg_ (tiw.), vorm.: Schönscheidtstraße (tiw)",Industrie und Wirtschaft,,unsicher,eines,,
01149,44,stadium_1,1999-05-18 Am Technologiepark,"(urspr., kein Datum) Franz-Fischer-Weg (tlw.)",,unsicher,eines,,
01149,44,stadium_1_datum,1999-05-18,vorm. (nicht normalisierbar),,unsicher,eines,,
01149,44,stadium_2,,"(urspr., kein Datum) Schönscheidtstraße (tlw.)",,unsicher,eines,,
01149,44,stadium_2_datum,,vorm. (nicht normalisierbar),,unsicher,eines,,
01152,138,stadium_3,,1934-06-05 Hachestraße,1934-10-05 Hachestraße,unsicher,eines,,
01153,138,lemma,Hackenberghang,Hackenberg hang,Hackenberghang,automatisch,eines,,
01157,139,stadium_2_name,Phönixstraße (tlw.),Phönixstraße (tlw.),Phoenixstraße (tlw.),geprueft,eines,,
01162,140,verweis_auf,,I. Hagen,,geprueft,eines,,
01163,140,verweis_auf,,I. Hagen und II. Hagen,,geprueft,eines,,
01166,140,namensgruppe,Bergbau,Bergbau,"Bergbau, vor 1898",automatisch,eines,,
01168,141,lemma,Hagmanngarten,Hagmanngarten,Hagmannsgarten,unsicher,eines,,
01168,141,namensgruppe,"Person, Mann, Deutscher, Bürgermeister","Person, Mann, Deutscher, Bürgermeister","Person, Mann, Deutscher, Bürgermeister, urspr.: Sartoriusstraße",unsicher,eines,,
01168,141,stadium_2_datum,1934,1934-06-05,"(urspr., kein Datum)",unsicher,eines,,
01168,141,stadium_2_name,Hagmanngarten,Hagmanngarten,Sartoriusstraße,unsicher,eines,,
01169,141,namensgruppe,"Person, Mann, Deutscher, Prokurist, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Prokurist, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Prokurist, Krupp’scher Beamter, Siedlung",automatisch,eines,,
01169,141,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
01172,141,lemma,Halfmannwiese,Halfmannwiese,Halfmannswiese,automatisch,eines,,
01172,141,stadium_1_name,Halfmannwiese,Halfmannwiese,Halfmannswiese,automatisch,eines,,
01174,141,stadium_2_datum,1894-08-07,1894-08-07,1894-08-20,automatisch,eines,,
01178,141,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, urspr.: Mühlenstraße (tlw.)",automatisch,eines,,
01179,141,namensgruppe,"Person, Mann, Deutscher, Politiker, Reichstagsabgeordneter, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Politiker, Reichstagsabgeordneter, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Politiker, Reichstagsabgeordneter",automatisch,eines,,
01180,142,namensgruppe,Gemeinheit,Gemeinschaft,Gemeinheit,automatisch,eines,,
01180,142,stadium_1_datum,1922-06-02,1922-06-02,1347-09-26,automatisch,eines,,
01180,142,stadium_1_name,Hammer Mark,Hammer Mark,Hammermarke,automatisch,eines,,
01180,142,stadium_2,,,"(urspr., kein Datum) Hammer Mark",automatisch,eines,,
01181,142,namensgruppe,Gemeinheit,Gemeinschaft,Gemeinheit,automatisch,eines,,
01181,142,stadium_2_name,Werdener Straße (Umb.),Werdenener Straße (Umb.),Werdener Straße (Umb.),automatisch,eines,,
01181,142,stadium_3_name,Hespertaler Landstraße (Umb.),Hespertaler Landstraße (Umb.),Hepstaler Landstraße (Umb.),automatisch,eines,,
01181,142,stadium_4_name,Am Schwarzen (Umb. tlw.),Am Schwarzen (Umb. tlw.),Am Schwarzen (Umb.) (tlw.),automatisch,eines,,
01181,142,verweis_auf,Honnschaftenstraße,Honnschaftenstraße,,automatisch,eines,,
01182,142,stadium_1_name,Südstraße,Südstraße,Hangethal,automatisch,eines,,
01183,142,stadium_1_name,Heinrichstraße,Heinrichstraße,Heimrichstraße,automatisch,eines,,
01183,142,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
01191,143,stadtteile,Bredeney,Bredeneey,Bredeney,geprueft,eines,,
01192,143,lemma,Hardenbergufer,Hardenbergufer,Hardenbergstraße,automatisch,eines,,
01192,143,stadium_4_name,Hardenbergufer,Hardenbergufer,Hardenbergstraße,automatisch,eines,,
01195,144,namensgruppe,Flurname,Flurname,Str.-Gr.: Flurname,automatisch,eines,,
01195,144,stadium_2,,,"(urspr., kein Datum) Am Haarscheid",automatisch,eines,,
01195,144,stadium_3,,,"(urspr., kein Datum) Mutterrolle 1866: Am Harscheid",automatisch,eines,,
01196,144,namensgruppe,"Person, Mann, Deutscher, Kruppscher Beamter, Platz","Person, Mann, Deutscher, Kruppscher Beamter, Platz","Person, Mann, Deutscher, Krupp'scher Beamter, Platz",automatisch,eines,,
01196,144,stadium_2,,,1842-06-10 *10. Gustav Hartmann,automatisch,eines,,
01198,144,namensgruppe,Flurname,Flurname,Str.-Gr.: Flurname,unsicher,eines,,
01198,144,stadium_3,,,"(urspr., kein Datum) Flurname nach der Karte über das Stift Werden von 1582",unsicher,eines,,
01201,144,namensgruppe,Hofname,Hofname,"Gemeindestraße, Str.-Gr.: Hofname",automatisch,eines,,
01205,145,lemma,Hattingstraße,Hattingstraße,Hattinger Straße,automatisch,eines,,
01205,145,stadium_1_name,Hattingstraße,Hattingstraße,Hattinger Straße,automatisch,eines,,
01208,145,stadtteile,Bredeney; Haarzopf; Margarethenhöhe; Schuir,Bredeneey; Haarzopf; Margarethenhöhe; Schuir,Bredeney; Haarzoepf; Margarethenhöhe; Schuir,automatisch,eines,,
01211,146,lemma,Haunerlandweg,Haunerlandweg,Hauenerlandweg,unsicher,eines,,
01211,146,stadium_1_name,Haunerlandweg,Haunerlandweg,Hauenerlandweg,unsicher,eines,,
01212,145,stadium_1_name,Haarzopfer Straße,Haarzopfer Straße,Haarzofer Straße,automatisch,eines,,
01212,145,verweis_auf,Hatzper Straße,Hatzper Straße,,automatisch,eines,,
01213,147,namensgruppe,"Essen Geschichte und Örtlichkeit, Lage-bezeichnung","Essen Geschichte und Örtlichkeit, Lagebezeichnung",Lagebezeichnung,automatisch,eines,,
01214,147,namensgruppe,"Rittersitz, Lehngut","Rittersitz, Lehngut","Rittersitz, Lehngut, urspr.: Sterkrader Straße",geprueft,eines,,
01214,147,stadium_1,"(urspr., kein Datum) Sterkrader Straße","(urspr., kein Datum) Sterkrader Straße",1891-04-30 Lindenstraße,geprueft,eines,,
01218,147,namensgruppe,Lehngut,Lehngut,Gemeindegasse,unsicher,eines,,
01218,147,stadium_2_name,Sternstraße,Sternstraße,Gerschede,unsicher,eines,,
01218,147,stadtteile,Dellwig; Gerschede,Dellwig; Gerschede,Dellwig,unsicher,eines,,
01219,146,namensgruppe,Rittersitz,Rittersitz,"Ritterssitz, urspr.: Haus Horst",automatisch,eines,,
01224,182,namensgruppe,"Person, Mann, Deutscher, Psychiater, Philosoph","Person, Mann, Deutscher, Psychiater, Philosoph","Person, Mann, Deutscher",automatisch,eines,,
01224,182,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
01225,148,lemma,De 3 Heckstraße - Hecktor Heckhülsenring,Heckhülsenring,Heckhülsring,unsicher,eines,,
01225,148,stadium_1_name,Heckhülsenring,Heckhülsenring,Heckhülsring,unsicher,eines,,
01226,148,stadium_2,,,"(urspr., kein Datum) Hagenstraße",automatisch,eines,,
01226,148,stadium_3,,,"(urspr., kein Datum) Heggrestrate",automatisch,eines,,
01226,148,stadium_4,,,"(urspr., kein Datum) Heegstrate",automatisch,eines,,
01226,148,stadium_5,,,"(urspr., kein Datum) Heghestraten",automatisch,eines,,
01227,148,namensgruppe,"Person, Frau, Deutsche, Lehrerin, Frauenrechtlerin, Politikerin, Platz","Person, Frau, Deutsche, Lehrerin, Frauenrechtlerin, Politikerin, Platz","Person, Frau, Deutsche, Lehrerin, Frauenrechtlerin, Politikerin",automatisch,eines,,
01231,149,verweis_auf,Hegestraße,Hegestraße,,automatisch,eines,,
01232,149,stadium_2,,,"(urspr., kein Datum) Hegemannsfeld",automatisch,eines,,
01233,149,eintrag,Hegerkamp,Hegerkamp,,automatisch,eines,,
01234,149,stadium_2,,,"(urspr., kein Datum) Hegestraße",automatisch,eines,,
01237,150,stadium_1,"(urspr., kein Datum) Am Feldmannshof","(urspr., kein Datum) Am Feldmannshof",1900-11-13 Südstraße,automatisch,eines,,
01240,150,namensgruppe,"Lagebezeichnung, Platz","Lagebezeichnung, Platz",Lagebezeichnung,automatisch,eines,,
01240,150,verweis_auf,Honnschaftenstraße,Honnschaftenstraße,Honnschaftsstraße,automatisch,eines,,
01241,150,verweis_auf,Honnschaftenstraße,Honnschaftenstraße,Honnschaftsstraße,automatisch,eines,,
01242,150,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
01243,150,stadium_1,"(urspr., kein Datum) Krummer Weg","(urspr., kein Datum) Krummer Weg",1916-02-18 Heierbusch,automatisch,eines,,
01243,150,stadtteile,Brenedey,Bredenei,Bredeney,automatisch,eines,,
01246,150,lemma,Heimatdank,Heimatkank,Heimatdank,automatisch,eines,,
01246,150,stadium_1_name,Heimatdank,Heimatkank,Heimatdank,automatisch,eines,,
01249,59,stadium_2_name,Schladebach,Schladbach,Schladebach,automatisch,eines,,
01250,151,lemma,Heinickestraße,Heinickestraße,Heinicke Straße,automatisch,eines,,
01250,151,stadium_2_name,Heinickestraße,Heinickestraße,Heinicke Straße,automatisch,eines,,
01250,151,stadium_3_name,Heinickestraße (Verl.),Heinickestraße (Verl.),Heinicke Straße (Verl.),automatisch,eines,,
01250,151,stadium_5_name,Heinickestraße (Umb.),Heinickestraße (Umb.),Heinicke Straße (Umb.),automatisch,eines,,
01251,151,lemma,Heinitzstraße,Heinitzstraße,Heinizstraße,automatisch,eines,,
01251,151,stadium_1_name,Heinitzstraße,Heinitzstraße,Heinizstraße,automatisch,eines,,
01252,152,namensgruppe,"Person, Mann, Deutscher, Steiger","Person, Mann, Deutscher, Steiger","Person, Mann, Deutscher",automatisch,eines,,
01253,152,stadium_1,"(urspr., kein Datum) Kaiserstraße","(urspr., kein Datum) Kaiserstraße",1902-05-16 Helmholtzstraße,unsicher,eines,,
01254,152,namensgruppe,"Person, Mann, Deutscher, Industrielle, Bürgermeister, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Industrieller, Bürgermeister, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Industrieller, Bürgermeister",automatisch,eines,,
01255,152,namensgruppe,"Person, Mann, Deutscher, Geheimer Bergrat, Techniker","Person, Mann, Deutscher, Geheimer Berg_rat, Techniker","Person, Mann, Deutscher, Geheimer Bergrat, Techniker",automatisch,eines,,
01255,152,stadium_1,"(urspr., kein Datum) Heinrichstraße","(urspr., kein Datum) Heinrichstraße",1902-05-16 Heintzmannstraße,automatisch,eines,,
01256,152,stadium_1_name,Bredeneyer Straße,Bredeneier Straße,Bredeneyer Straße,automatisch,eines,,
01256,152,stadtteile,Stadtwald; Heisingen; Bredeney,Stadtwald; Heisingen; Bredenei,Stadtwald; Heisingen; Bredeney,automatisch,eines,,
01259,153,lemma,Hektorstraße,Hektorstraße,Hektostraße,automatisch,eines,,
01259,153,stadium_2_name,Hektorstraße,Hektorstraße,Hektostraße,automatisch,eines,,
01262,154,stadium_1_name,Salkenbergsweg (tlw.),Salkenbergsweg (tlw.),Salkenbergerweg (tlw.),automatisch,eines,,
01263,154,lemma,Hellersberg,Hellmersberg,Hellersberg,automatisch,eines,,
01263,154,stadium_1_name,Hellersberg,Hellmersberg,Hellersberg,automatisch,eines,,
01266,154,namensgruppe,"Person, Mann, Deutscher, Physiologe, Physiker, Platz","Person, Mann, Deutscher, Physiologe, Physiker, Platz","Person, Mann, Deutscher, Physiologe, Physiker",automatisch,eines,,
01266,154,stadium_1,"(urspr., kein Datum) Kaiserstraße","(urspr., kein Datum) Kaiserstraße",1902-05-16 Helmholtzstraße (tlw.),automatisch,eines,,
01272,155,stadium_1_name,Gärtnerstraße (tlw.),Gärtnerstraße (tlw.),Gärtnersstraße (tlw.),automatisch,eines,,
01274,155,verweis_auf,Henglerplatz,Henglerplatz,,automatisch,eines,,
01275,155,verweis_auf,Reineke-Fuchs-Straße,Reineke-Fuchs-Straße,,automatisch,eines,,
01277,155,lemma,Henriettenstraße,Henriettenstraße,Henriettestraße,automatisch,eines,,
01277,155,stadium_1_name,Henriettenstraße,Henriettenstraße,Henriettestraße,automatisch,eines,,
01279,156,namensgruppe,Hofname,Hofname,"Gemeindestrasse, Str.-Gr.: Hofname",automatisch,eines,,
01279,156,stadium_2_datum,1896-10-08,1896-10-08,1915-07-09,automatisch,eines,,
01279,156,stadium_4_datum,1915-07-09,1915-07-09,1931-02-11,automatisch,eines,,
01279,156,stadium_5_datum,1931-02-11,1931-02-11,"(urspr., kein Datum)",automatisch,eines,,
01279,156,stadtteile,Schönebeck; Altendorf; Frohnhausen,Schönebeck; Altendorf; Frohnhausen,Schönebeck; Altendorf; Fröndenberg,automatisch,eines,,
01280,253,eintrag,Oskar-Pannen-Straße,Oskar-Pannen-Straße,,automatisch,eines,,
01282,157,namensgruppe,"Person, Mann, Deutscher, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Essener Geschichte und Örtlichkeit",Essener Geschichte und Örtlichkeit,geprueft,eines,,
01283,157,namensgruppe,Bergbau,Bergbau,"Bergbau, urspr.: Knappenstraße",automatisch,eines,,
01289,158,verweis_auf,Hohenzollernstraße,Hohenzollernstraße,,automatisch,eines,,
01290,158,stadium_3,,,"(urspr., kein Datum) Flurname (1826)",automatisch,eines,,
01291,158,lemma,Hespertal,Hespertal,Hesperial,automatisch,eines,,
01291,158,stadium_1_name,Im Hespertal,Im Hespertal,Im Hesperial,automatisch,eines,,
01291,158,stadium_2_name,Hespertal,Hespertal,Hesperial,automatisch,eines,,
01293,158,lemma,Hesselerkamp,Hesslerkamp,Hesselerkamp,automatisch,eines,,
01293,158,stadium_2_name,Hesselerkamp,Hesslerkamp,Hesselerkamp,automatisch,eines,,
01293,158,stadium_3,,,"(Fließtext, 175 Zeichen, verworfen)",automatisch,eines,,
01296,159,namensgruppe,Lagebezeichnung,Lagebezeichnung,"Gemeindestraße, Str.-Gr.: Lagebezeichnung",automatisch,eines,,
